Freq.	V(n003)
1.23310483322890e+00	(-6.19630793242875e+01dB,-9.00000773082081e+01°)
1.23594743344450e+00	(-6.19430793242448e+01dB,-9.00000774864219e+01°)
1.23879658653036e+00	(-6.19230793242020e+01dB,-9.00000776650466e+01°)
1.24165230759240e+00	(-6.19030793241589e+01dB,-9.00000778440830e+01°)
1.24451461177138e+00	(-6.18830793241156e+01dB,-9.00000780235321e+01°)
1.24738351424294e+00	(-6.18630793240721e+01dB,-9.00000782033950e+01°)
1.25025903021771e+00	(-6.18430793240285e+01dB,-9.00000783836724e+01°)
1.25314117494141e+00	(-6.18230793239846e+01dB,-9.00000785643654e+01°)
1.25602996369487e+00	(-6.18030793239405e+01dB,-9.00000787454750e+01°)
1.25892541179416e+00	(-6.17830793238962e+01dB,-9.00000789270021e+01°)
1.26182753459066e+00	(-6.17630793238517e+01dB,-9.00000791089476e+01°)
1.26473634747114e+00	(-6.17430793238070e+01dB,-9.00000792913126e+01°)
1.26765186585784e+00	(-6.17230793237621e+01dB,-9.00000794740979e+01°)
1.27057410520853e+00	(-6.17030793237170e+01dB,-9.00000796573046e+01°)
1.27350308101665e+00	(-6.16830793236717e+01dB,-9.00000798409337e+01°)
1.27643880881134e+00	(-6.16630793236262e+01dB,-9.00000800249860e+01°)
1.27938130415752e+00	(-6.16430793235804e+01dB,-9.00000802094627e+01°)
1.28233058265601e+00	(-6.16230793235345e+01dB,-9.00000803943646e+01°)
1.28528665994361e+00	(-6.16030793234883e+01dB,-9.00000805796927e+01°)
1.28824955169313e+00	(-6.15830793234420e+01dB,-9.00000807654481e+01°)
1.29121927361353e+00	(-6.15630793233954e+01dB,-9.00000809516317e+01°)
1.29419584144998e+00	(-6.15430793233486e+01dB,-9.00000811382445e+01°)
1.29717927098395e+00	(-6.15230793233016e+01dB,-9.00000813252875e+01°)
1.30016957803328e+00	(-6.15030793232543e+01dB,-9.00000815127616e+01°)
1.30316677845229e+00	(-6.14830793232069e+01dB,-9.00000817006679e+01°)
1.30617088813183e+00	(-6.14630793231592e+01dB,-9.00000818890074e+01°)
1.30918192299940e+00	(-6.14430793231113e+01dB,-9.00000820777811e+01°)
1.31219989901919e+00	(-6.14230793230632e+01dB,-9.00000822669899e+01°)
1.31522483219223e+00	(-6.14030793230149e+01dB,-9.00000824566349e+01°)
1.31825673855640e+00	(-6.13830793229663e+01dB,-9.00000826467171e+01°)
1.32129563418657e+00	(-6.13630793229175e+01dB,-9.00000828372374e+01°)
1.32434153519466e+00	(-6.13430793228685e+01dB,-9.00000830281970e+01°)
1.32739445772973e+00	(-6.13230793228193e+01dB,-9.00000832195967e+01°)
1.33045441797808e+00	(-6.13030793227698e+01dB,-9.00000834114377e+01°)
1.33352143216332e+00	(-6.12830793227201e+01dB,-9.00000836037210e+01°)
1.33659551654643e+00	(-6.12630793226702e+01dB,-9.00000837964474e+01°)
1.33967668742593e+00	(-6.12430793226201e+01dB,-9.00000839896182e+01°)
1.34276496113785e+00	(-6.12230793225697e+01dB,-9.00000841832343e+01°)
1.34586035405594e+00	(-6.12030793225191e+01dB,-9.00000843772967e+01°)
1.34896288259164e+00	(-6.11830793224682e+01dB,-9.00000845718064e+01°)
1.35207256319427e+00	(-6.11630793224172e+01dB,-9.00000847667646e+01°)
1.35518941235103e+00	(-6.11430793223658e+01dB,-9.00000849621721e+01°)
1.35831344658714e+00	(-6.11230793223143e+01dB,-9.00000851580302e+01°)
1.36144468246594e+00	(-6.11030793222625e+01dB,-9.00000853543397e+01°)
1.36458313658891e+00	(-6.10830793222105e+01dB,-9.00000855511018e+01°)
1.36772882559584e+00	(-6.10630793221582e+01dB,-9.00000857483174e+01°)
1.37088176616484e+00	(-6.10430793221057e+01dB,-9.00000859459877e+01°)
1.37404197501251e+00	(-6.10230793220529e+01dB,-9.00000861441137e+01°)
1.37720946889394e+00	(-6.10030793219999e+01dB,-9.00000863426964e+01°)
1.38038426460287e+00	(-6.09830793219467e+01dB,-9.00000865417368e+01°)
1.38356637897177e+00	(-6.09630793218932e+01dB,-9.00000867412362e+01°)
1.38675582887188e+00	(-6.09430793218395e+01dB,-9.00000869411954e+01°)
1.38995263121334e+00	(-6.09230793217855e+01dB,-9.00000871416155e+01°)
1.39315680294529e+00	(-6.09030793217313e+01dB,-9.00000873424977e+01°)
1.39636836105593e+00	(-6.08830793216768e+01dB,-9.00000875438429e+01°)
1.39958732257261e+00	(-6.08630793216221e+01dB,-9.00000877456523e+01°)
1.40281370456195e+00	(-6.08430793215671e+01dB,-9.00000879479270e+01°)
1.40604752412990e+00	(-6.08230793215118e+01dB,-9.00000881506679e+01°)
1.40928879842186e+00	(-6.08030793214563e+01dB,-9.00000883538762e+01°)
1.41253754462274e+00	(-6.07830793214006e+01dB,-9.00000885575529e+01°)
1.41579377995707e+00	(-6.07630793213446e+01dB,-9.00000887616991e+01°)
1.41905752168908e+00	(-6.07430793212883e+01dB,-9.00000889663160e+01°)
1.42232878712281e+00	(-6.07230793212318e+01dB,-9.00000891714045e+01°)
1.42560759360218e+00	(-6.07030793211750e+01dB,-9.00000893769658e+01°)
1.42889395851109e+00	(-6.06830793211179e+01dB,-9.00000895830010e+01°)
1.43218789927353e+00	(-6.06630793210606e+01dB,-9.00000897895112e+01°)
1.43548943335364e+00	(-6.06430793210031e+01dB,-9.00000899964973e+01°)
1.43879857825583e+00	(-6.06230793209452e+01dB,-9.00000902039607e+01°)
1.44211535152486e+00	(-6.06030793208871e+01dB,-9.00000904119023e+01°)
1.44543977074592e+00	(-6.05830793208287e+01dB,-9.00000906203233e+01°)
1.44877185354475e+00	(-6.05630793207701e+01dB,-9.00000908292247e+01°)
1.45211161758773e+00	(-6.05430793207112e+01dB,-9.00000910386077e+01°)
1.45545908058195e+00	(-6.05230793206520e+01dB,-9.00000912484733e+01°)
1.45881426027534e+00	(-6.05030793205925e+01dB,-9.00000914588228e+01°)
1.46217717445671e+00	(-6.04830793205328e+01dB,-9.00000916696572e+01°)
1.46554784095590e+00	(-6.04630793204728e+01dB,-9.00000918809775e+01°)
1.46892627764385e+00	(-6.04430793204125e+01dB,-9.00000920927851e+01°)
1.47231250243271e+00	(-6.04230793203519e+01dB,-9.00000923050809e+01°)
1.47570653327588e+00	(-6.04030793202910e+01dB,-9.00000925178661e+01°)
1.47910838816819e+00	(-6.03830793202299e+01dB,-9.00000927311418e+01°)
1.48251808514594e+00	(-6.03630793201685e+01dB,-9.00000929449091e+01°)
1.48593564228699e+00	(-6.03430793201068e+01dB,-9.00000931591693e+01°)
1.48936107771090e+00	(-6.03230793200448e+01dB,-9.00000933739233e+01°)
1.49279440957898e+00	(-6.03030793199826e+01dB,-9.00000935891725e+01°)
1.49623565609442e+00	(-6.02830793199200e+01dB,-9.00000938049178e+01°)
1.49968483550236e+00	(-6.02630793198572e+01dB,-9.00000940211605e+01°)
1.50314196609001e+00	(-6.02430793197940e+01dB,-9.00000942379016e+01°)
1.50660706618673e+00	(-6.02230793197306e+01dB,-9.00000944551424e+01°)
1.51008015416413e+00	(-6.02030793196669e+01dB,-9.00000946728840e+01°)
1.51356124843619e+00	(-6.01830793196029e+01dB,-9.00000948911275e+01°)
1.51705036745932e+00	(-6.01630793195386e+01dB,-9.00000951098742e+01°)
1.52054752973248e+00	(-6.01430793194740e+01dB,-9.00000953291251e+01°)
1.52405275379728e+00	(-6.01230793194091e+01dB,-9.00000955488814e+01°)
1.52756605823806e+00	(-6.01030793193439e+01dB,-9.00000957691443e+01°)
1.53108746168201e+00	(-6.00830793192784e+01dB,-9.00000959899150e+01°)
1.53461698279928e+00	(-6.00630793192126e+01dB,-9.00000962111946e+01°)
1.53815464030302e+00	(-6.00430793191465e+01dB,-9.00000964329843e+01°)
1.54170045294954e+00	(-6.00230793190800e+01dB,-9.00000966552853e+01°)
1.54525443953840e+00	(-6.00030793190133e+01dB,-9.00000968780988e+01°)
1.54881661891247e+00	(-5.99830793189463e+01dB,-9.00000971014258e+01°)
1.55238700995807e+00	(-5.99630793188790e+01dB,-9.00000973252677e+01°)
1.55596563160506e+00	(-5.99430793188113e+01dB,-9.00000975496257e+01°)
1.55955250282694e+00	(-5.99230793187434e+01dB,-9.00000977745008e+01°)
1.56314764264094e+00	(-5.99030793186751e+01dB,-9.00000979998943e+01°)
1.56675107010813e+00	(-5.98830793186065e+01dB,-9.00000982258073e+01°)
1.57036280433354e+00	(-5.98630793185376e+01dB,-9.00000984522412e+01°)
1.57398286446620e+00	(-5.98430793184684e+01dB,-9.00000986791971e+01°)
1.57761126969933e+00	(-5.98230793183988e+01dB,-9.00000989066761e+01°)
1.58124803927037e+00	(-5.98030793183290e+01dB,-9.00000991346796e+01°)
1.58489319246110e+00	(-5.97830793182588e+01dB,-9.00000993632086e+01°)
1.58854674859776e+00	(-5.97630793181883e+01dB,-9.00000995922645e+01°)
1.59220872705115e+00	(-5.97430793181174e+01dB,-9.00000998218483e+01°)
1.59587914723672e+00	(-5.97230793180463e+01dB,-9.00001000519615e+01°)
1.59955802861465e+00	(-5.97030793179748e+01dB,-9.00001002826051e+01°)
1.60324539069002e+00	(-5.96830793179030e+01dB,-9.00001005137803e+01°)
1.60694125301286e+00	(-5.96630793178308e+01dB,-9.00001007454885e+01°)
1.61064563517825e+00	(-5.96430793177583e+01dB,-9.00001009777309e+01°)
1.61435855682647e+00	(-5.96230793176855e+01dB,-9.00001012105086e+01°)
1.61808003764305e+00	(-5.96030793176123e+01dB,-9.00001014438229e+01°)
1.62181009735891e+00	(-5.95830793175388e+01dB,-9.00001016776751e+01°)
1.62554875575047e+00	(-5.95630793174650e+01dB,-9.00001019120663e+01°)
1.62929603263970e+00	(-5.95430793173908e+01dB,-9.00001021469979e+01°)
1.63305194789432e+00	(-5.95230793173163e+01dB,-9.00001023824710e+01°)
1.63681652142779e+00	(-5.95030793172415e+01dB,-9.00001026184870e+01°)
1.64058977319952e+00	(-5.94830793171662e+01dB,-9.00001028550470e+01°)
1.64437172321491e+00	(-5.94630793170907e+01dB,-9.00001030921524e+01°)
1.64816239152549e+00	(-5.94430793170148e+01dB,-9.00001033298044e+01°)
1.65196179822900e+00	(-5.94230793169385e+01dB,-9.00001035680042e+01°)
1.65576996346951e+00	(-5.94030793168619e+01dB,-9.00001038067531e+01°)
1.65958690743754e+00	(-5.93830793167850e+01dB,-9.00001040460524e+01°)
1.66341265037015e+00	(-5.93630793167077e+01dB,-9.00001042859033e+01°)
1.66724721255104e+00	(-5.93430793166300e+01dB,-9.00001045263071e+01°)
1.67109061431069e+00	(-5.93230793165520e+01dB,-9.00001047672651e+01°)
1.67494287602642e+00	(-5.93030793164736e+01dB,-9.00001050087786e+01°)
1.67880401812254e+00	(-5.92830793163948e+01dB,-9.00001052508489e+01°)
1.68267406107045e+00	(-5.92630793163157e+01dB,-9.00001054934771e+01°)
1.68655302538872e+00	(-5.92430793162362e+01dB,-9.00001057366647e+01°)
1.69044093164324e+00	(-5.92230793161564e+01dB,-9.00001059804129e+01°)
1.69433780044731e+00	(-5.92030793160762e+01dB,-9.00001062247230e+01°)
1.69824365246172e+00	(-5.91830793159956e+01dB,-9.00001064695963e+01°)
1.70215850839493e+00	(-5.91630793159146e+01dB,-9.00001067150340e+01°)
1.70608238900310e+00	(-5.91430793158333e+01dB,-9.00001069610376e+01°)
1.71001531509027e+00	(-5.91230793157516e+01dB,-9.00001072076083e+01°)
1.71395730750840e+00	(-5.91030793156695e+01dB,-9.00001074547473e+01°)
1.71790838715757e+00	(-5.90830793155871e+01dB,-9.00001077024561e+01°)
1.72186857498599e+00	(-5.90630793155042e+01dB,-9.00001079507359e+01°)
1.72583789199018e+00	(-5.90430793154210e+01dB,-9.00001081995880e+01°)
1.72981635921508e+00	(-5.90230793153374e+01dB,-9.00001084490139e+01°)
1.73380399775412e+00	(-5.90030793152534e+01dB,-9.00001086990146e+01°)
1.73780082874935e+00	(-5.89830793151690e+01dB,-9.00001089495918e+01°)
1.74180687339159e+00	(-5.89630793150842e+01dB,-9.00001092007465e+01°)
1.74582215292048e+00	(-5.89430793149991e+01dB,-9.00001094524802e+01°)
1.74984668862463e+00	(-5.89230793149135e+01dB,-9.00001097047943e+01°)
1.75388050184174e+00	(-5.89030793148276e+01dB,-9.00001099576899e+01°)
1.75792361395867e+00	(-5.88830793147412e+01dB,-9.00001102111686e+01°)
1.76197604641161e+00	(-5.88630793146545e+01dB,-9.00001104652316e+01°)
1.76603782068614e+00	(-5.88430793145673e+01dB,-9.00001107198802e+01°)
1.77010895831740e+00	(-5.88230793144798e+01dB,-9.00001109751159e+01°)
1.77418948089014e+00	(-5.88030793143918e+01dB,-9.00001112309400e+01°)
1.77827941003890e+00	(-5.87830793143034e+01dB,-9.00001114873537e+01°)
1.78237876744807e+00	(-5.87630793142147e+01dB,-9.00001117443586e+01°)
1.78648757485203e+00	(-5.87430793141255e+01dB,-9.00001120019560e+01°)
1.79060585403527e+00	(-5.87230793140359e+01dB,-9.00001122601472e+01°)
1.79473362683250e+00	(-5.87030793139459e+01dB,-9.00001125189335e+01°)
1.79887091512876e+00	(-5.86830793138555e+01dB,-9.00001127783165e+01°)
1.80301774085954e+00	(-5.86630793137647e+01dB,-9.00001130382973e+01°)
1.80717412601090e+00	(-5.86430793136734e+01dB,-9.00001132988775e+01°)
1.81134009261958e+00	(-5.86230793135817e+01dB,-9.00001135600584e+01°)
1.81551566277311e+00	(-5.86030793134896e+01dB,-9.00001138218414e+01°)
1.81970085860996e+00	(-5.85830793133971e+01dB,-9.00001140842278e+01°)
1.82389570231961e+00	(-5.85630793133042e+01dB,-9.00001143472192e+01°)
1.82810021614272e+00	(-5.85430793132108e+01dB,-9.00001146108167e+01°)
1.83231442237119e+00	(-5.85230793131170e+01dB,-9.00001148750219e+01°)
1.83653834334832e+00	(-5.85030793130227e+01dB,-9.00001151398362e+01°)
1.84077200146893e+00	(-5.84830793129280e+01dB,-9.00001154052609e+01°)
1.84501541917945e+00	(-5.84630793128329e+01dB,-9.00001156712975e+01°)
1.84926861897805e+00	(-5.84430793127374e+01dB,-9.00001159379474e+01°)
1.85353162341478e+00	(-5.84230793126414e+01dB,-9.00001162052120e+01°)
1.85780445509167e+00	(-5.84030793125449e+01dB,-9.00001164730927e+01°)
1.86208713666284e+00	(-5.83830793124481e+01dB,-9.00001167415909e+01°)
1.86637969083464e+00	(-5.83630793123507e+01dB,-9.00001170107080e+01°)
1.87068214036577e+00	(-5.83430793122530e+01dB,-9.00001172804456e+01°)
1.87499450806739e+00	(-5.83230793121547e+01dB,-9.00001175508049e+01°)
1.87931681680324e+00	(-5.83030793120560e+01dB,-9.00001178217875e+01°)
1.88364908948977e+00	(-5.82830793119569e+01dB,-9.00001180933948e+01°)
1.88799134909627e+00	(-5.82630793118573e+01dB,-9.00001183656282e+01°)
1.89234361864495e+00	(-5.82430793117572e+01dB,-9.00001186384891e+01°)
1.89670592121112e+00	(-5.82230793116567e+01dB,-9.00001189119791e+01°)
1.90107827992327e+00	(-5.82030793115557e+01dB,-9.00001191860995e+01°)
1.90546071796322e+00	(-5.81830793114543e+01dB,-9.00001194608519e+01°)
1.90985325856621e+00	(-5.81630793113524e+01dB,-9.00001197362376e+01°)
1.91425592502106e+00	(-5.81430793112500e+01dB,-9.00001200122581e+01°)
1.91866874067026e+00	(-5.81230793111471e+01dB,-9.00001202889149e+01°)
1.92309172891013e+00	(-5.81030793110438e+01dB,-9.00001205662095e+01°)
1.92752491319091e+00	(-5.80830793109400e+01dB,-9.00001208441434e+01°)
1.93196831701689e+00	(-5.80630793108357e+01dB,-9.00001211227179e+01°)
1.93642196394658e+00	(-5.80430793107309e+01dB,-9.00001214019345e+01°)
1.94088587759275e+00	(-5.80230793106256e+01dB,-9.00001216817949e+01°)
1.94536008162263e+00	(-5.80030793105199e+01dB,-9.00001219623004e+01°)
1.94984459975802e+00	(-5.79830793104137e+01dB,-9.00001222434526e+01°)
1.95433945577536e+00	(-5.79630793103069e+01dB,-9.00001225252528e+01°)
1.95884467350596e+00	(-5.79430793101997e+01dB,-9.00001228077027e+01°)
1.96336027683602e+00	(-5.79230793100920e+01dB,-9.00001230908037e+01°)
1.96788628970681e+00	(-5.79030793099838e+01dB,-9.00001233745573e+01°)
1.97242273611482e+00	(-5.78830793098751e+01dB,-9.00001236589650e+01°)
1.97696964011183e+00	(-5.78630793097659e+01dB,-9.00001239440284e+01°)
1.98152702580507e+00	(-5.78430793096562e+01dB,-9.00001242297489e+01°)
1.98609491735734e+00	(-5.78230793095460e+01dB,-9.00001245161280e+01°)
1.99067333898715e+00	(-5.78030793094352e+01dB,-9.00001248031674e+01°)
1.99526231496885e+00	(-5.77830793093240e+01dB,-9.00001250908684e+01°)
1.99986186963271e+00	(-5.77630793092123e+01dB,-9.00001253792326e+01°)
2.00447202736513e+00	(-5.77430793091000e+01dB,-9.00001256682616e+01°)
2.00909281260870e+00	(-5.77230793089872e+01dB,-9.00001259579569e+01°)
2.01372424986236e+00	(-5.77030793088739e+01dB,-9.00001262483199e+01°)
2.01836636368153e+00	(-5.76830793087601e+01dB,-9.00001265393524e+01°)
2.02301917867824e+00	(-5.76630793086457e+01dB,-9.00001268310557e+01°)
2.02768271952125e+00	(-5.76430793085308e+01dB,-9.00001271234315e+01°)
2.03235701093619e+00	(-5.76230793084154e+01dB,-9.00001274164812e+01°)
2.03704207770568e+00	(-5.76030793082995e+01dB,-9.00001277102066e+01°)
2.04173794466950e+00	(-5.75830793081830e+01dB,-9.00001280046090e+01°)
2.04644463672464e+00	(-5.75630793080660e+01dB,-9.00001282996901e+01°)
2.05116217882553e+00	(-5.75430793079484e+01dB,-9.00001285954514e+01°)
2.05589059598411e+00	(-5.75230793078303e+01dB,-9.00001288918946e+01°)
2.06062991326997e+00	(-5.75030793077117e+01dB,-9.00001291890211e+01°)
2.06538015581049e+00	(-5.74830793075925e+01dB,-9.00001294868325e+01°)
2.07014134879101e+00	(-5.74630793074727e+01dB,-9.00001297853305e+01°)
2.07491351745487e+00	(-5.74430793073524e+01dB,-9.00001300845166e+01°)
2.07969668710366e+00	(-5.74230793072316e+01dB,-9.00001303843924e+01°)
2.08449088309725e+00	(-5.74030793071102e+01dB,-9.00001306849594e+01°)
2.08929613085400e+00	(-5.73830793069882e+01dB,-9.00001309862194e+01°)
2.09411245585086e+00	(-5.73630793068657e+01dB,-9.00001312881738e+01°)
2.09893988362349e+00	(-5.73430793067426e+01dB,-9.00001315908243e+01°)
2.10377843976644e+00	(-5.73230793066189e+01dB,-9.00001318941725e+01°)
2.10862814993325e+00	(-5.73030793064947e+01dB,-9.00001321982200e+01°)
2.11348903983661e+00	(-5.72830793063699e+01dB,-9.00001325029683e+01°)
2.11836113524847e+00	(-5.72630793062445e+01dB,-9.00001328084192e+01°)
2.12324446200018e+00	(-5.72430793061185e+01dB,-9.00001331145742e+01°)
2.12813904598267e+00	(-5.72230793059919e+01dB,-9.00001334214350e+01°)
2.13304491314654e+00	(-5.72030793058648e+01dB,-9.00001337290032e+01°)
2.13796208950219e+00	(-5.71830793057371e+01dB,-9.00001340372804e+01°)
2.14289060112002e+00	(-5.71630793056088e+01dB,-9.00001343462682e+01°)
2.14783047413050e+00	(-5.71430793054799e+01dB,-9.00001346559684e+01°)
2.15278173472433e+00	(-5.71230793053504e+01dB,-9.00001349663824e+01°)
2.15774440915263e+00	(-5.71030793052203e+01dB,-9.00001352775121e+01°)
2.16271852372698e+00	(-5.70830793050896e+01dB,-9.00001355893590e+01°)
2.16770410481966e+00	(-5.70630793049583e+01dB,-9.00001359019247e+01°)
2.17270117886371e+00	(-5.70430793048264e+01dB,-9.00001362152110e+01°)
2.17770977235312e+00	(-5.70230793046939e+01dB,-9.00001365292195e+01°)
2.18272991184296e+00	(-5.70030793045608e+01dB,-9.00001368439519e+01°)
2.18776162394951e+00	(-5.69830793044270e+01dB,-9.00001371594097e+01°)
2.19280493535041e+00	(-5.69630793042927e+01dB,-9.00001374755949e+01°)
2.19785987278478e+00	(-5.69430793041577e+01dB,-9.00001377925088e+01°)
2.20292646305342e+00	(-5.69230793040221e+01dB,-9.00001381101534e+01°)
2.20800473301886e+00	(-5.69030793038859e+01dB,-9.00001384285301e+01°)
2.21309470960560e+00	(-5.68830793037490e+01dB,-9.00001387476409e+01°)
2.21819641980018e+00	(-5.68630793036115e+01dB,-9.00001390674872e+01°)
2.22330989065136e+00	(-5.68430793034734e+01dB,-9.00001393880709e+01°)
2.22843514927026e+00	(-5.68230793033347e+01dB,-9.00001397093936e+01°)
