Freq.	V(n003)
1.21898959892486e+00	(2.68920045968350e+01dB,1.78950603931414e+02°)
1.22179966016487e+00	(2.68919978759485e+01dB,1.78948185366119e+02°)
1.22461619926504e+00	(2.68919911242310e+01dB,1.78945761229194e+02°)
1.22743923115840e+00	(2.68919843413595e+01dB,1.78943331507842e+02°)
1.23026877081238e+00	(2.68919775270106e+01dB,1.78940896189236e+02°)
1.23310483322890e+00	(2.68919706815793e+01dB,1.78938455260436e+02°)
1.23594743344450e+00	(2.68919638043812e+01dB,1.78936008708600e+02°)
1.23879658653036e+00	(2.68919568954503e+01dB,1.78933556520770e+02°)
1.24165230759240e+00	(2.68919499544604e+01dB,1.78931098684003e+02°)
1.24451461177138e+00	(2.68919429819839e+01dB,1.78928635185219e+02°)
1.24738351424294e+00	(2.68919359769739e+01dB,1.78926166011499e+02°)
1.25025903021771e+00	(2.68919289394618e+01dB,1.78923691149767e+02°)
1.25314117494141e+00	(2.68919218698379e+01dB,1.78921210586874e+02°)
1.25602996369487e+00	(2.68919147674131e+01dB,1.78918724309771e+02°)
1.25892541179416e+00	(2.68919076318570e+01dB,1.78916232305334e+02°)
1.26182753459066e+00	(2.68919004639176e+01dB,1.78913734560281e+02°)
1.26473634747114e+00	(2.68918932627238e+01dB,1.78911231061493e+02°)
1.26765186585784e+00	(2.68918860283028e+01dB,1.78908721795714e+02°)
1.27057410520853e+00	(2.68918787603215e+01dB,1.78906206749700e+02°)
1.27350308101665e+00	(2.68918714589857e+01dB,1.78903685910111e+02°)
1.27643880881134e+00	(2.68918641241406e+01dB,1.78901159263622e+02°)
1.27938130415752e+00	(2.68918567550914e+01dB,1.78898626796941e+02°)
1.28233058265601e+00	(2.68918493524013e+01dB,1.78896088496594e+02°)
1.28528665994361e+00	(2.68918419153740e+01dB,1.78893544349227e+02°)
1.28824955169313e+00	(2.68918344438519e+01dB,1.78890994341393e+02°)
1.29121927361353e+00	(2.68918269380364e+01dB,1.78888438459567e+02°)
1.29419584144998e+00	(2.68918193977686e+01dB,1.78885876690241e+02°)
1.29717927098395e+00	(2.68918118223491e+01dB,1.78883309019937e+02°)
1.30016957803328e+00	(2.68918042123369e+01dB,1.78880735434996e+02°)
1.30316677845229e+00	(2.68917965670313e+01dB,1.78878155921881e+02°)
1.30617088813183e+00	(2.68917888866299e+01dB,1.78875570466913e+02°)
1.30918192299940e+00	(2.68917811704306e+01dB,1.78872979056493e+02°)
1.31219989901919e+00	(2.68917734188093e+01dB,1.78870381676856e+02°)
1.31522483219223e+00	(2.68917656312423e+01dB,1.78867778314320e+02°)
1.31825673855640e+00	(2.68917578081041e+01dB,1.78865168955057e+02°)
1.32129563418657e+00	(2.68917499486895e+01dB,1.78862553585343e+02°)
1.32434153519466e+00	(2.68917420531916e+01dB,1.78859932191311e+02°)
1.32739445772973e+00	(2.68917341209037e+01dB,1.78857304759173e+02°)
1.33045441797808e+00	(2.68917261521973e+01dB,1.78854671274976e+02°)
1.33352143216332e+00	(2.68917181465439e+01dB,1.78852031724847e+02°)
1.33659551654643e+00	(2.68917101043134e+01dB,1.78849386094767e+02°)
1.33967668742593e+00	(2.68917020247960e+01dB,1.78846734370825e+02°)
1.34276496113785e+00	(2.68916939080004e+01dB,1.78844076538981e+02°)
1.34586035405594e+00	(2.68916857539344e+01dB,1.78841412585169e+02°)
1.34896288259164e+00	(2.68916775620658e+01dB,1.78838742495356e+02°)
1.35207256319427e+00	(2.68916693320411e+01dB,1.78836066255455e+02°)
1.35518941235103e+00	(2.68916610645852e+01dB,1.78833383851208e+02°)
1.35831344658714e+00	(2.68916527588036e+01dB,1.78830695268533e+02°)
1.36144468246594e+00	(2.68916444148802e+01dB,1.78828000493175e+02°)
1.36458313658891e+00	(2.68916360319187e+01dB,1.78825299510989e+02°)
1.36772882559584e+00	(2.68916276108207e+01dB,1.78822592307562e+02°)
1.37088176616484e+00	(2.68916191506884e+01dB,1.78819878868683e+02°)
1.37404197501251e+00	(2.68916106515226e+01dB,1.78817159179989e+02°)
1.37720946889394e+00	(2.68916021129633e+01dB,1.78814433227136e+02°)
1.38038426460287e+00	(2.68915935355490e+01dB,1.78811700995624e+02°)
1.38356637897177e+00	(2.68915849181990e+01dB,1.78808962471135e+02°)
1.38675582887188e+00	(2.68915762609104e+01dB,1.78806217639177e+02°)
1.38995263121334e+00	(2.68915675638596e+01dB,1.78803466485199e+02°)
1.39315680294529e+00	(2.68915588268625e+01dB,1.78800708994666e+02°)
1.39636836105593e+00	(2.68915500490145e+01dB,1.78797945153104e+02°)
1.39958732257261e+00	(2.68915412310291e+01dB,1.78795174945792e+02°)
1.40281370456195e+00	(2.68915323727193e+01dB,1.78792398358095e+02°)
1.40604752412990e+00	(2.68915234729986e+01dB,1.78789615375462e+02°)
1.40928879842186e+00	(2.68915145323976e+01dB,1.78786825983095e+02°)
1.41253754462274e+00	(2.68915055505471e+01dB,1.78784030166283e+02°)
1.41579377995707e+00	(2.68914965274369e+01dB,1.78781227910230e+02°)
1.41905752168908e+00	(2.68914874625161e+01dB,1.78778419200182e+02°)
1.42232878712281e+00	(2.68914783555928e+01dB,1.78775604021301e+02°)
1.42560759360218e+00	(2.68914692068337e+01dB,1.78772782358667e+02°)
1.42889395851109e+00	(2.68914600158653e+01dB,1.78769954197399e+02°)
1.43218789927353e+00	(2.68914507826727e+01dB,1.78767119522534e+02°)
1.43548943335364e+00	(2.68914415063410e+01dB,1.78764278319194e+02°)
1.43879857825583e+00	(2.68914321875731e+01dB,1.78761430572250e+02°)
1.44211535152486e+00	(2.68914228259916e+01dB,1.78758576266685e+02°)
1.44543977074592e+00	(2.68914134208588e+01dB,1.78755715387494e+02°)
1.44877185354475e+00	(2.68914039728747e+01dB,1.78752847919445e+02°)
1.45211161758773e+00	(2.68913944809402e+01dB,1.78749973847514e+02°)
1.45545908058195e+00	(2.68913849452137e+01dB,1.78747093156472e+02°)
1.45881426027534e+00	(2.68913753651338e+01dB,1.78744205831153e+02°)
1.46217717445671e+00	(2.68913657412167e+01dB,1.78741311856210e+02°)
1.46554784095590e+00	(2.68913560730790e+01dB,1.78738411216382e+02°)
1.46892627764385e+00	(2.68913463603361e+01dB,1.78735503896374e+02°)
1.47231250243271e+00	(2.68913366026024e+01dB,1.78732589880857e+02°)
1.47570653327588e+00	(2.68913267996713e+01dB,1.78729669154441e+02°)
1.47910838816819e+00	(2.68913169515150e+01dB,1.78726741701677e+02°)
1.48251808514594e+00	(2.68913070582847e+01dB,1.78723807507055e+02°)
1.48593564228699e+00	(2.68912971192313e+01dB,1.78720866555154e+02°)
1.48936107771090e+00	(2.68912871343243e+01dB,1.78717918830419e+02°)
1.49279440957898e+00	(2.68912771035319e+01dB,1.78714964317258e+02°)
1.49623565609442e+00	(2.68912670261024e+01dB,1.78712003000145e+02°)
1.49968483550236e+00	(2.68912569021819e+01dB,1.78709034863393e+02°)
1.50314196609001e+00	(2.68912467319158e+01dB,1.78706059891278e+02°)
1.50660706618673e+00	(2.68912365145492e+01dB,1.78703078068166e+02°)
1.51008015416413e+00	(2.68912262500456e+01dB,1.78700089378289e+02°)
1.51356124843619e+00	(2.68912159381876e+01dB,1.78697093805864e+02°)
1.51705036745932e+00	(2.68912055787569e+01dB,1.78694091335075e+02°)
1.52054752973248e+00	(2.68911951713543e+01dB,1.78691081950096e+02°)
1.52405275379728e+00	(2.68911847162989e+01dB,1.78688065634959e+02°)
1.52756605823806e+00	(2.68911742128299e+01dB,1.78685042373817e+02°)
1.53108746168201e+00	(2.68911636609046e+01dB,1.78682012150682e+02°)
1.53461698279928e+00	(2.68911530602996e+01dB,1.78678974949556e+02°)
1.53815464030302e+00	(2.68911424107906e+01dB,1.78675930754405e+02°)
1.54170045294954e+00	(2.68911317121519e+01dB,1.78672879549156e+02°)
1.54525443953840e+00	(2.68911209641571e+01dB,1.78669821317702e+02°)
1.54881661891247e+00	(2.68911101667584e+01dB,1.78666756043872e+02°)
1.55238700995807e+00	(2.68910993191878e+01dB,1.78663683711563e+02°)
1.55596563160506e+00	(2.68910884219347e+01dB,1.78660604304452e+02°)
1.55955250282694e+00	(2.68910774742292e+01dB,1.78657517806361e+02°)
1.56314764264094e+00	(2.68910664758393e+01dB,1.78654424200998e+02°)
1.56675107010813e+00	(2.68910554270716e+01dB,1.78651323471954e+02°)
1.57036280433354e+00	(2.68910443269730e+01dB,1.78648215602968e+02°)
1.57398286446620e+00	(2.68910331756681e+01dB,1.78645100577582e+02°)
1.57761126969933e+00	(2.68910219732804e+01dB,1.78641978379300e+02°)
1.58124803927037e+00	(2.68910107188534e+01dB,1.78638848991751e+02°)
1.58489319246110e+00	(2.68909994128682e+01dB,1.78635712398310e+02°)
1.58854674859776e+00	(2.68909880543661e+01dB,1.78632568582529e+02°)
1.59220872705115e+00	(2.68909766440057e+01dB,1.78629417527682e+02°)
1.59587914723672e+00	(2.68909651804666e+01dB,1.78626259217300e+02°)
1.59955802861465e+00	(2.68909536642253e+01dB,1.78623093634606e+02°)
1.60324539069002e+00	(2.68909420948582e+01dB,1.78619920762921e+02°)
1.60694125301286e+00	(2.68909304721204e+01dB,1.78616740585502e+02°)
1.61064563517825e+00	(2.68909187959455e+01dB,1.78613553085537e+02°)
1.61435855682647e+00	(2.68909070653673e+01dB,1.78610358246315e+02°)
1.61808003764305e+00	(2.68908952812161e+01dB,1.78607156050814e+02°)
1.62181009735891e+00	(2.68908834423436e+01dB,1.78603946482271e+02°)
1.62554875575047e+00	(2.68908715492182e+01dB,1.78600729523641e+02°)
1.62929603263970e+00	(2.68908596008690e+01dB,1.78597505158059e+02°)
1.63305194789432e+00	(2.68908475975825e+01dB,1.78594273368429e+02°)
1.63681652142779e+00	(2.68908355391045e+01dB,1.78591034137697e+02°)
1.64058977319952e+00	(2.68908234248201e+01dB,1.78587787448829e+02°)
1.64437172321491e+00	(2.68908112546529e+01dB,1.78584533284667e+02°)
1.64816239152549e+00	(2.68907990283450e+01dB,1.78581271628040e+02°)
1.65196179822900e+00	(2.68907867458175e+01dB,1.78578002461713e+02°)
1.65576996346951e+00	(2.68907744064508e+01dB,1.78574725768493e+02°)
1.65958690743754e+00	(2.68907620099836e+01dB,1.78571441531094e+02°)
1.66341265037015e+00	(2.68907495566930e+01dB,1.78568149732106e+02°)
1.66724721255104e+00	(2.68907370455962e+01dB,1.78564850354274e+02°)
1.67109061431069e+00	(2.68907244771475e+01dB,1.78561543380080e+02°)
1.67494287602642e+00	(2.68907118505415e+01dB,1.78558228792164e+02°)
1.67880401812254e+00	(2.68906991656906e+01dB,1.78554906573014e+02°)
1.68267406107045e+00	(2.68906864221467e+01dB,1.78551576705131e+02°)
1.68655302538872e+00	(2.68906736201793e+01dB,1.78548239170867e+02°)
1.69044093164324e+00	(2.68906607587983e+01dB,1.78544893952730e+02°)
1.69433780044731e+00	(2.68906478382709e+01dB,1.78541541032991e+02°)
1.69824365246172e+00	(2.68906348579639e+01dB,1.78538180394021e+02°)
1.70215850839493e+00	(2.68906218183218e+01dB,1.78534812017980e+02°)
1.70608238900310e+00	(2.68906087178100e+01dB,1.78531435887304e+02°)
1.71001531509027e+00	(2.68905955575897e+01dB,1.78528051983955e+02°)
1.71395730750840e+00	(2.68905823361236e+01dB,1.78524660290290e+02°)
1.71790838715757e+00	(2.68905690538512e+01dB,1.78521260788305e+02°)
1.72186857498599e+00	(2.68905557106711e+01dB,1.78517853460043e+02°)
1.72583789199018e+00	(2.68905423052221e+01dB,1.78514438287709e+02°)
1.72981635921508e+00	(2.68905288381195e+01dB,1.78511015253149e+02°)
1.73380399775412e+00	(2.68905153090783e+01dB,1.78507584338311e+02°)
1.73780082874935e+00	(2.68905017178120e+01dB,1.78504145525102e+02°)
1.74180687339159e+00	(2.68904880636735e+01dB,1.78500698795449e+02°)
1.74582215292048e+00	(2.68904743467334e+01dB,1.78497244131118e+02°)
1.74984668862463e+00	(2.68904605659823e+01dB,1.78493781514011e+02°)
1.75388050184174e+00	(2.68904467220273e+01dB,1.78490310925724e+02°)
1.75792361395867e+00	(2.68904328145755e+01dB,1.78486832347956e+02°)
1.76197604641161e+00	(2.68904188424337e+01dB,1.78483345762516e+02°)
1.76603782068614e+00	(2.68904048062051e+01dB,1.78479851150873e+02°)
1.77010895831740e+00	(2.68903907050533e+01dB,1.78476348494692e+02°)
1.77418948089014e+00	(2.68903765385000e+01dB,1.78472837775538e+02°)
1.77827941003890e+00	(2.68903623073242e+01dB,1.78469318974722e+02°)
1.78237876744807e+00	(2.68903480101460e+01dB,1.78465792073873e+02°)
1.78648757485203e+00	(2.68903336468427e+01dB,1.78462257054371e+02°)
1.79060585403527e+00	(2.68903192174698e+01dB,1.78458713897519e+02°)
1.79473362683250e+00	(2.68903047215422e+01dB,1.78455162584670e+02°)
1.79887091512876e+00	(2.68902901587532e+01dB,1.78451603097106e+02°)
1.80301774085954e+00	(2.68902755287946e+01dB,1.78448035416063e+02°)
1.80717412601090e+00	(2.68902608311770e+01dB,1.78444459522768e+02°)
1.81134009261958e+00	(2.68902460661287e+01dB,1.78440875398280e+02°)
1.81551566277311e+00	(2.68902312327980e+01dB,1.78437283023802e+02°)
1.81970085860996e+00	(2.68902163310508e+01dB,1.78433682380369e+02°)
1.82389570231961e+00	(2.68902013603920e+01dB,1.78430073449036e+02°)
1.82810021614272e+00	(2.68901863212238e+01dB,1.78426456210658e+02°)
1.83231442237119e+00	(2.68901712121495e+01dB,1.78422830646359e+02°)
1.83653834334832e+00	(2.68901560337482e+01dB,1.78419196736877e+02°)
1.84077200146893e+00	(2.68901407849796e+01dB,1.78415554463188e+02°)
1.84501541917945e+00	(2.68901254660603e+01dB,1.78411903806004e+02°)
1.84926861897805e+00	(2.68901100764866e+01dB,1.78408244746119e+02°)
1.85353162341478e+00	(2.68900946159327e+01dB,1.78404577264253e+02°)
1.85780445509167e+00	(2.68900790842514e+01dB,1.78400901341050e+02°)
1.86208713666284e+00	(2.68900634805746e+01dB,1.78397216957236e+02°)
1.86637969083464e+00	(2.68900478051116e+01dB,1.78393524093304e+02°)
1.87068214036577e+00	(2.68900320573509e+01dB,1.78389822729828e+02°)
1.87499450806739e+00	(2.68900162371391e+01dB,1.78386112847277e+02°)
1.87931681680324e+00	(2.68900003437819e+01dB,1.78382394426169e+02°)
1.88364908948977e+00	(2.68899843769432e+01dB,1.78378667446915e+02°)
1.88799134909627e+00	(2.68899683368243e+01dB,1.78374931889784e+02°)
1.89234361864495e+00	(2.68899522223669e+01dB,1.78371187735226e+02°)
1.89670592121112e+00	(2.68899360339492e+01dB,1.78367434963390e+02°)
1.90107827992327e+00	(2.68899197703297e+01dB,1.78363673554667e+02°)
1.90546071796322e+00	(2.68899034324228e+01dB,1.78359903489020e+02°)
1.90985325856621e+00	(2.68898870186245e+01dB,1.78356124746817e+02°)
1.91425592502106e+00	(2.68898705293066e+01dB,1.78352337308025e+02°)
1.91866874067026e+00	(2.68898539641202e+01dB,1.78348541152695e+02°)
1.92309172891013e+00	(2.68898373223555e+01dB,1.78344736260899e+02°)
1.92752491319091e+00	(2.68898206036603e+01dB,1.78340922612599e+02°)
1.93196831701689e+00	(2.68898038080406e+01dB,1.78337100187643e+02°)
1.93642196394658e+00	(2.68897869349611e+01dB,1.78333268965936e+02°)
1.94088587759275e+00	(2.68897699842449e+01dB,1.78329428927267e+02°)
1.94536008162263e+00	(2.68897529549940e+01dB,1.78325580051515e+02°)
1.94984459975802e+00	(2.68897358473874e+01dB,1.78321722318313e+02°)
1.95433945577536e+00	(2.68897186608836e+01dB,1.78317855707380e+02°)
1.95884467350596e+00	(2.68897013952987e+01dB,1.78313980198324e+02°)
1.96336027683602e+00	(2.68896840497283e+01dB,1.78310095770838e+02°)
1.96788628970681e+00	(2.68896666243447e+01dB,1.78306202404371e+02°)
1.97242273611482e+00	(2.68896491185996e+01dB,1.78302300078457e+02°)
1.97696964011183e+00	(2.68896315323024e+01dB,1.78298388772518e+02°)
1.98152702580507e+00	(2.68896138645420e+01dB,1.78294468466063e+02°)
1.98609491735734e+00	(2.68895961154838e+01dB,1.78290539138353e+02°)
1.99067333898715e+00	(2.68895782845728e+01dB,1.78286600768735e+02°)
1.99526231496885e+00	(2.68895603714317e+01dB,1.78282653336479e+02°)
1.99986186963271e+00	(2.68895423756817e+01dB,1.78278696820805e+02°)
2.00447202736513e+00	(2.68895242971219e+01dB,1.78274731200853e+02°)
2.00909281260870e+00	(2.68895061348308e+01dB,1.78270756455851e+02°)
2.01372424986236e+00	(2.68894878889634e+01dB,1.78266772564776e+02°)
2.01836636368153e+00	(2.68894695589540e+01dB,1.78262779506695e+02°)
2.02301917867824e+00	(2.68894511444151e+01dB,1.78258777260591e+02°)
2.02768271952125e+00	(2.68894326451369e+01dB,1.78254765805368e+02°)
2.03235701093619e+00	(2.68894140601890e+01dB,1.78250745120016e+02°)
2.03704207770568e+00	(2.68893953897175e+01dB,1.78246715183273e+02°)
2.04173794466950e+00	(2.68893766331478e+01dB,1.78242675973968e+02°)
2.04644463672464e+00	(2.68893577900833e+01dB,1.78238627470845e+02°)
2.05116217882553e+00	(2.68893388601255e+01dB,1.78234569652601e+02°)
2.05589059598411e+00	(2.68893198428740e+01dB,1.78230502497885e+02°)
2.06062991326997e+00	(2.68893007381065e+01dB,1.78226425985261e+02°)
2.06538015581049e+00	(2.68892815448798e+01dB,1.78222340093387e+02°)
2.07014134879101e+00	(2.68892622633270e+01dB,1.78218244800660e+02°)
2.07491351745487e+00	(2.68892428930407e+01dB,1.78214140085535e+02°)
2.07969668710366e+00	(2.68892234332515e+01dB,1.78210025926488e+02°)
2.08449088309725e+00	(2.68892038835482e+01dB,1.78205902301875e+02°)
2.08929613085400e+00	(2.68891842438766e+01dB,1.78201769189934e+02°)
2.09411245585086e+00	(2.68891645138217e+01dB,1.78197626568923e+02°)
2.09893988362349e+00	(2.68891446926066e+01dB,1.78193474417123e+02°)
2.10377843976644e+00	(2.68891247799920e+01dB,1.78189312712658e+02°)
2.10862814993325e+00	(2.68891047753773e+01dB,1.78185141433674e+02°)
2.11348903983661e+00	(2.68890846786987e+01dB,1.78180960558162e+02°)
2.11836113524847e+00	(2.68890644895314e+01dB,1.78176770064131e+02°)
2.12324446200018e+00	(2.68890442069094e+01dB,1.78172569929652e+02°)
2.12813904598267e+00	(2.68890238309431e+01dB,1.78168360132528e+02°)
2.13304491314654e+00	(2.68890033610218e+01dB,1.78164140650658e+02°)
2.13796208950219e+00	(2.68889827967127e+01dB,1.78159911461852e+02°)
2.14289060112002e+00	(2.68889621375812e+01dB,1.78155672543873e+02°)
2.14783047413050e+00	(2.68889413833702e+01dB,1.78151423874395e+02°)
2.15278173472433e+00	(2.68889205331016e+01dB,1.78147165431188e+02°)
2.15774440915263e+00	(2.68888995870537e+01dB,1.78142897191716e+02°)
2.16271852372698e+00	(2.68888785442444e+01dB,1.78138619133649e+02°)
2.16770410481966e+00	(2.68888574044085e+01dB,1.78134331234459e+02°)
2.17270117886371e+00	(2.68888361669195e+01dB,1.78130033471641e+02°)
2.17770977235312e+00	(2.68888148316878e+01dB,1.78125725822527e+02°)
2.18272991184296e+00	(2.68887933980827e+01dB,1.78121408264512e+02°)
2.18776162394951e+00	(2.68887718656511e+01dB,1.78117080774899e+02°)
2.19280493535041e+00	(2.68887502341175e+01dB,1.78112743330904e+02°)
2.19785987278478e+00	(2.68887285024855e+01dB,1.78108395909843e+02°)
2.20292646305342e+00	(2.68887066708349e+01dB,1.78104038488752e+02°)
2.20800473301886e+00	(2.68886847385245e+01dB,1.78099671044769e+02°)
2.21309470960560e+00	(2.68886627052704e+01dB,1.78095293554903e+02°)
2.21819641980018e+00	(2.68886405702474e+01dB,1.78090905996224e+02°)
2.22330989065136e+00	(2.68886183331674e+01dB,1.78086508345638e+02°)
2.22843514927026e+00	(2.68885959935603e+01dB,1.78082100580036e+02°)
2.23357222283049e+00	(2.68885735509540e+01dB,1.78077682676258e+02°)
2.23872113856830e+00	(2.68885510048742e+01dB,1.78073254611089e+02°)
2.24388192378272e+00	(2.68885283548441e+01dB,1.78068816361265e+02°)
2.24905460583574e+00	(2.68885056003853e+01dB,1.78064367903467e+02°)
2.25423921215239e+00	(2.68884827408370e+01dB,1.78059909214363e+02°)
2.25943577022093e+00	(2.68884597762552e+01dB,1.78055440270413e+02°)
2.26464430759302e+00	(2.68884367056155e+01dB,1.78050961048256e+02°)
2.26986485188378e+00	(2.68884135284302e+01dB,1.78046471524363e+02°)
2.27509743077203e+00	(2.68883902445690e+01dB,1.78041971675075e+02°)
2.28034207200037e+00	(2.68883668535397e+01dB,1.78037461476754e+02°)
2.28559880337539e+00	(2.68883433544887e+01dB,1.78032940905790e+02°)
2.29086765276773e+00	(2.68883197469194e+01dB,1.78028409938440e+02°)
2.29614864811232e+00	(2.68882960308719e+01dB,1.78023868550790e+02°)
2.30144181740846e+00	(2.68882722051262e+01dB,1.78019316719148e+02°)
2.30674718872002e+00	(2.68882482698978e+01dB,1.78014754419453e+02°)
2.31206479017555e+00	(2.68882242239620e+01dB,1.78010181627903e+02°)
2.31739464996843e+00	(2.68882000675294e+01dB,1.78005598320331e+02°)
2.32273679635706e+00	(2.68881757995506e+01dB,1.78001004472789e+02°)
